iter	Logloss	F1	Recall	Accuracy
471	0.1535948681	0.6965368008	0.6073422693	0.9392096251
472	0.1535465921	0.6964490263	0.6073251942	0.939186088
473	0.1534932943	0.6968368306	0.6078715957	0.9392429693
474	0.1534557455	0.6969637649	0.6079228208	0.939274352
475	0.153431776	0.6970257494	0.6080423461	0.9392802363
476	0.1533983813	0.6970749704	0.6081447964	0.9392841592
477	0.153353799	0.6973403527	0.6084179971	0.9393331947
478	0.1533190315	0.6973157581	0.608366772	0.9393312333
479	0.1532673476	0.6973267055	0.6084179971	0.9393292719
480	0.1532129585	0.6973148583	0.608383847	0.9393292719
481	0.1531791316	0.6974109082	0.6085033723	0.9393449633
482	0.1531536433	0.6974909973	0.6085375224	0.9393645775
483	0.1531160828	0.6975392593	0.6086570477	0.9393665389
484	0.1530827519	0.6975606415	0.6086399727	0.9393743846
485	0.153032652	0.6977809088	0.6088619483	0.9394155745
486	0.1529991662	0.6977367685	0.6087936481	0.9394096902
487	0.1529762119	0.6978132185	0.6088960984	0.9394214587
488	0.152941437	0.6979046427	0.6091009989	0.939427343
489	0.1529044687	0.698051567	0.6092888244	0.9394508801
490	0.1528658052	0.69821212	0.6094766499	0.93947834
491	0.1528336755	0.6980788794	0.6092888244	0.9394587258
492	0.1528072137	0.698106194	0.6092888244	0.9394665715
493	0.1527815278	0.698338175	0.6095449501	0.9395077613
494	0.1527515883	0.6983487244	0.6094766499	0.9395175685
495	0.1527188395	0.6983841308	0.6095791001	0.9395175685
496	0.1526865617	0.6983462588	0.6096474003	0.9394999157
497	0.1526596667	0.6984654806	0.6097157005	0.9395273756
498	0.1526214161	0.6985868662	0.6098693759	0.9395469898
499	0.1525882139	0.6987101128	0.6099889012	0.9395705269
